SiteName,MonitorDate,Concentration,ItemUnit
南投,20190801,10,μgm3
彰化,20190801,12,μgm3
馬祖,20190729,9,μgm3
南投,20190729,13,μgm3
金門,20190729,11,μgm3
汐止,20190729,6,μgm3
士林,20190729,8,μgm3
板橋,20190729,11,μgm3
美濃,20190729,9,μgm3
前金,20190729,8,μgm3
萬華,20190729,10,μgm3
屏東,20190729,10,μgm3
豐原,20190729,12,μgm3
臺東,20190729,4,μgm3
基隆,20190729,4,μgm3
朴子,20190729,8,μgm3
馬公,20190729,6,μgm3
嘉義,20190729,11,μgm3
三義,20190729,11,μgm3
宜蘭,20190729,5,μgm3
苗栗,20190729,10,μgm3
臺南,20190729,9,μgm3
桃園,20190729,14,μgm3
忠明,20190729,11,μgm3
平鎮,20190729,13,μgm3
陽明,20190729,7,μgm3
竹東,20190729,12,μgm3
新營,20190729,9,μgm3
彰化,20190729,11,μgm3
恆春,20190729,3,μgm3
斗六,20190729,13,μgm3
花蓮,20190729,5,μgm3
新竹,20190729,11,μgm3
南投,20190726,9,μgm3
萬華,20190726,14,μgm3
新營,20190726,8,μgm3
基隆,20190726,14,μgm3
苗栗,20190726,8,μgm3
忠明,20190726,9,μgm3
臺南,20190726,8,μgm3
新竹,20190726,11,μgm3
宜蘭,20190726,11,μgm3
前金,20190726,8,μgm3
屏東,20190726,9,μgm3
美濃,20190726,8,μgm3
汐止,20190726,16,μgm3
板橋,20190726,16,μgm3
斗六,20190726,8,μgm3
馬祖,20190726,16,μgm3
金門,20190726,14,μgm3
士林,20190726,14,μgm3
竹東,20190726,11,μgm3
彰化,20190726,10,μgm3
朴子,20190726,8,μgm3
陽明,20190726,11,μgm3
馬公,20190726,8,μgm3
嘉義,20190726,7,μgm3
豐原,20190726,10,μgm3
桃園,20190726,13,μgm3
恆春,20190726,6,μgm3
平鎮,20190726,11,μgm3
臺東,20190726,10,μgm3
花蓮,20190726,9,μgm3
三義,20190726,8,μgm3
馬祖,20190723,9,μgm3
嘉義,20190723,6,μgm3
豐原,20190723,8,μgm3
金門,20190723,6,μgm3
朴子,20190723,7,μgm3
竹東,20190723,7,μgm3
平鎮,20190723,9,μgm3
新竹,20190723,9,μgm3
忠明,20190723,7,μgm3
苗栗,20190723,7,μgm3
南投,20190723,6,μgm3
陽明,20190723,7,μgm3
臺東,20190723,5,μgm3
馬公,20190723,5,μgm3
三義,20190723,7,μgm3
士林,20190723,10,μgm3
彰化,20190723,7,μgm3
恆春,20190723,4,μgm3
基隆,20190723,8,μgm3
屏東,20190723,6,μgm3
桃園,20190723,14,μgm3
花蓮,20190723,5,μgm3
前金,20190723,5,μgm3
萬華,20190723,12,μgm3
板橋,20190723,15,μgm3
汐止,20190723,11,μgm3
美濃,20190723,5,μgm3
宜蘭,20190723,6,μgm3
臺南,20190723,6,μgm3
斗六,20190723,6,μgm3
新營,20190723,6,μgm3
新竹,20190720,9,μgm3
金門,20190720,20,μgm3
彰化,20190720,7,μgm3
桃園,20190720,10,μgm3
汐止,20190720,13,μgm3
朴子,20190720,7,μgm3
花蓮,20190720,7,μgm3
新營,20190720,6,μgm3
竹東,20190720,8,μgm3
基隆,20190720,11,μgm3
宜蘭,20190720,9,μgm3
忠明,20190720,7,μgm3
平鎮,20190720,9,μgm3
屏東,20190720,8,μgm3
馬祖,20190720,19,μgm3
萬華,20190720,13,μgm3
士林,20190720,11,μgm3
南投,20190720,6,μgm3
前金,20190720,9,μgm3
臺東,20190720,6,μgm3
三義,20190720,7,μgm3
嘉義,20190720,5,μgm3
苗栗,20190720,8,μgm3
美濃,20190720,5,μgm3
板橋,20190720,12,μgm3
馬公,20190720,9,μgm3
臺南,20190720,7,μgm3
豐原,20190720,7,μgm3
恆春,20190720,7,μgm3
陽明,20190720,11,μgm3
基隆,20190717,7,μgm3
萬華,20190717,7,μgm3
嘉義,20190717,29,μgm3
馬祖,20190717,12,μgm3
臺南,20190717,20,μgm3
苗栗,20190717,14,μgm3
三義,20190717,18,μgm3
臺東,20190717,8,μgm3
忠明,20190717,27,μgm3
前金,20190717,23,μgm3
斗六,20190717,33,μgm3
竹東,20190717,6,μgm3
宜蘭,20190717,8,μgm3
馬公,20190717,12,μgm3
南投,20190717,38,μgm3
恆春,20190717,7,μgm3
彰化,20190717,25,μgm3
桃園,20190717,6,μgm3
豐原,20190717,31,μgm3
士林,20190717,6,μgm3
平鎮,20190717,6,μgm3
金門,20190717,14,μgm3
朴子,20190717,20,μgm3
新竹,20190717,7,μgm3
新營,20190717,24,μgm3
花蓮,20190717,7,μgm3
汐止,20190717,7,μgm3
屏東,20190717,26,μgm3
板橋,20190717,6,μgm3
美濃,20190717,26,μgm3
陽明,20190717,-2,μgm3
斗六,20190714,12,μgm3
士林,20190714,14,μgm3
朴子,20190714,12,μgm3
竹東,20190714,14,μgm3
嘉義,20190714,11,μgm3
馬公,20190714,12,μgm3
宜蘭,20190714,13,μgm3
板橋,20190714,14,μgm3
桃園,20190714,13,μgm3
豐原,20190714,14,μgm3
臺南,20190714,12,μgm3
恆春,20190714,10,μgm3
南投,20190714,13,μgm3
苗栗,20190714,13,μgm3
屏東,20190714,11,μgm3
汐止,20190714,15,μgm3
彰化,20190714,14,μgm3
三義,20190714,13,μgm3
陽明,20190714,11,μgm3
花蓮,20190714,12,μgm3
臺東,20190714,12,μgm3
馬祖,20190714,20,μgm3
平鎮,20190714,14,μgm3
基隆,20190714,13,μgm3
忠明,20190714,13,μgm3
新營,20190714,11,μgm3
新竹,20190714,14,μgm3
萬華,20190714,14,μgm3
美濃,20190714,11,μgm3
金門,20190714,16,μgm3
前金,20190714,11,μgm3
桃園,20190711,13,μgm3
豐原,20190711,8,μgm3
南投,20190711,9,μgm3
宜蘭,20190711,12,μgm3
平鎮,20190711,14,μgm3
金門,20190711,7,μgm3
馬公,20190711,10,μgm3
竹東,20190711,11,μgm3
士林,20190711,13,μgm3
朴子,20190711,9,μgm3
斗六,20190711,9,μgm3
前金,20190711,7,μgm3
忠明,20190711,9,μgm3
新竹,20190711,11,μgm3
花蓮,20190711,12,μgm3
新營,20190711,7,μgm3
萬華,20190711,13,μgm3
基隆,20190711,13,μgm3
臺東,20190711,9,μgm3
三義,20190711,9,μgm3
陽明,20190711,10,μgm3
汐止,20190711,15,μgm3
苗栗,20190711,9,μgm3
屏東,20190711,6,μgm3
臺南,20190711,7,μgm3
板橋,20190711,13,μgm3
嘉義,20190711,7,μgm3
美濃,20190711,4,μgm3
馬祖,20190711,5,μgm3
彰化,20190711,9,μgm3
恆春,20190711,7,μgm3
板橋,20190708,12,μgm3
臺南,20190708,10,μgm3
馬祖,20190708,13,μgm3
三義,20190708,8,μgm3
竹東,20190708,9,μgm3
金門,20190708,12,μgm3
宜蘭,20190708,13,μgm3
恆春,20190708,7,μgm3
汐止,20190708,14,μgm3
陽明,20190708,9,μgm3
桃園,20190708,11,μgm3
屏東,20190708,9,μgm3
新營,20190708,7,μgm3
忠明,20190708,9,μgm3
朴子,20190708,10,μgm3
萬華,20190708,11,μgm3
馬公,20190708,11,μgm3
彰化,20190708,9,μgm3
士林,20190708,12,μgm3
美濃,20190708,6,μgm3
基隆,20190708,12,μgm3
斗六,20190708,8,μgm3
南投,20190708,8,μgm3
平鎮,20190708,11,μgm3
嘉義,20190708,7,μgm3
臺東,20190708,11,μgm3
新竹,20190708,11,μgm3
豐原,20190708,9,μgm3
花蓮,20190708,12,μgm3
新營,20190705,6,μgm3
金門,20190705,10,μgm3
新竹,20190705,7,μgm3
花蓮,20190705,9,μgm3
南投,20190705,6,μgm3
士林,20190705,9,μgm3
馬祖,20190705,11,μgm3
基隆,20190705,8,μgm3
臺東,20190705,10,μgm3
平鎮,20190705,7,μgm3
三義,20190705,5,μgm3
彰化,20190705,9,μgm3
苗栗,20190705,6,μgm3
桃園,20190705,7,μgm3
屏東,20190705,8,μgm3
宜蘭,20190705,11,μgm3
臺南,20190705,8,μgm3
板橋,20190705,9,μgm3
恆春,20190705,7,μgm3
嘉義,20190705,6,μgm3
陽明,20190705,5,μgm3
萬華,20190705,9,μgm3
豐原,20190705,6,μgm3
朴子,20190705,8,μgm3
竹東,20190705,5,μgm3
馬公,20190705,9,μgm3
斗六,20190705,7,μgm3
前金,20190705,11,μgm3
忠明,20190705,7,μgm3
美濃,20190705,6,μgm3
萬華,20190702,8,μgm3
嘉義,20190702,6,μgm3
花蓮,20190702,5,μgm3
桃園,20190702,8,μgm3
恆春,20190702,4,μgm3
基隆,20190702,6,μgm3
忠明,20190702,8,μgm3
馬公,20190702,6,μgm3
陽明,20190702,5,μgm3
斗六,20190702,6,μgm3
新營,20190702,5,μgm3
前金,20190702,5,μgm3
金門,20190702,14,μgm3
美濃,20190702,4,μgm3
朴子,20190702,6,μgm3
豐原,20190702,9,μgm3
苗栗,20190702,9,μgm3
三義,20190702,9,μgm3
屏東,20190702,4,μgm3
汐止,20190702,8,μgm3
宜蘭,20190702,5,μgm3
馬祖,20190702,9,μgm3
彰化,20190702,8,μgm3
士林,20190702,7,μgm3
竹東,20190702,8,μgm3
臺南,20190702,6,μgm3
板橋,20190702,9,μgm3
新竹,20190702,10,μgm3
平鎮,20190702,9,μgm3
南投,20190702,8,μgm3
臺東,20190702,4,μgm3
朴子,20190629,8,μgm3
陽明,20190629,12,μgm3
臺東,20190629,6,μgm3
忠明,20190629,9,μgm3
竹東,20190629,10,μgm3
馬公,20190629,7,μgm3
彰化,20190629,10,μgm3
平鎮,20190629,13,μgm3
新營,20190629,7,μgm3
板橋,20190629,15,μgm3
美濃,20190629,7,μgm3
萬華,20190629,15,μgm3
汐止,20190629,17,μgm3
花蓮,20190629,6,μgm3
屏東,20190629,8,μgm3
新竹,20190629,10,μgm3
金門,20190629,10,μgm3
桃園,20190629,15,μgm3
豐原,20190629,9,μgm3
恆春,20190629,3,μgm3
南投,20190629,9,μgm3
前金,20190629,7,μgm3
宜蘭,20190629,10,μgm3
斗六,20190629,8,μgm3
基隆,20190629,13,μgm3
三義,20190629,9,μgm3
苗栗,20190629,9,μgm3
臺南,20190629,8,μgm3
嘉義,20190629,7,μgm3
馬祖,20190629,11,μgm3
士林,20190629,15,μgm3
基隆,20190626,8,μgm3
花蓮,20190626,6,μgm3
朴子,20190626,6,μgm3
汐止,20190626,10,μgm3
南投,20190626,6,μgm3
新營,20190626,6,μgm3
嘉義,20190626,5,μgm3
平鎮,20190626,11,μgm3
竹東,20190626,8,μgm3
萬華,20190626,11,μgm3
斗六,20190626,5,μgm3
金門,20190626,7,μgm3
馬公,20190626,4,μgm3
苗栗,20190626,7,μgm3
美濃,20190626,4,μgm3
板橋,20190626,12,μgm3
彰化,20190626,6,μgm3
臺東,20190626,4,μgm3
豐原,20190626,7,μgm3
新竹,20190626,9,μgm3
前金,20190626,8,μgm3
馬祖,20190626,9,μgm3
宜蘭,20190626,5,μgm3
忠明,20190626,7,μgm3
桃園,20190626,15,μgm3
臺南,20190626,6,μgm3
陽明,20190626,7,μgm3
三義,20190626,6,μgm3
屏東,20190626,6,μgm3
士林,20190626,9,μgm3
恆春,20190626,3,μgm3
臺東,20190623,12,μgm3
朴子,20190623,7,μgm3
花蓮,20190623,13,μgm3
恆春,20190623,5,μgm3
馬公,20190623,6,μgm3
汐止,20190623,7,μgm3
桃園,20190623,8,μgm3
彰化,20190623,7,μgm3
南投,20190623,8,μgm3
斗六,20190623,7,μgm3
嘉義,20190623,5,μgm3
屏東,20190623,7,μgm3
前金,20190623,7,μgm3
新營,20190623,5,μgm3
平鎮,20190623,5,μgm3
三義,20190623,5,μgm3
竹東,20190623,6,μgm3
新竹,20190623,6,μgm3
豐原,20190623,6,μgm3
陽明,20190623,3,μgm3
馬祖,20190623,10,μgm3
基隆,20190623,6,μgm3
金門,20190623,8,μgm3
萬華,20190623,7,μgm3
士林,20190623,5,μgm3
苗栗,20190623,5,μgm3
忠明,20190623,7,μgm3
美濃,20190623,5,μgm3
臺南,20190623,6,μgm3
宜蘭,20190623,10,μgm3
板橋,20190623,6,μgm3
馬公,20190620,5,μgm3
臺東,20190620,10,μgm3
朴子,20190620,6,μgm3
新營,20190620,6,μgm3
金門,20190620,10,μgm3
板橋,20190620,11,μgm3
忠明,20190620,8,μgm3
前金,20190620,5,μgm3
馬祖,20190620,21,μgm3
陽明,20190620,7,μgm3
恆春,20190620,5,μgm3
美濃,20190620,6,μgm3
汐止,20190620,13,μgm3
南投,20190620,8,μgm3
士林,20190620,10,μgm3
嘉義,20190620,6,μgm3
平鎮,20190620,9,μgm3
花蓮,20190620,10,μgm3
宜蘭,20190620,12,μgm3
基隆,20190620,11,μgm3
屏東,20190620,8,μgm3
彰化,20190620,8,μgm3
臺南,20190620,5,μgm3
苗栗,20190620,7,μgm3
竹東,20190620,9,μgm3
豐原,20190620,8,μgm3
新竹,20190620,8,μgm3
萬華,20190620,11,μgm3
三義,20190620,7,μgm3
桃園,20190620,10,μgm3
斗六,20190620,7,μgm3
臺南,20190617,8,μgm3
三義,20190617,11,μgm3
基隆,20190617,12,μgm3
金門,20190617,19,μgm3
陽明,20190617,12,μgm3
豐原,20190617,12,μgm3
新營,20190617,12,μgm3
臺東,20190617,9,μgm3
萬華,20190617,14,μgm3
桃園,20190617,18,μgm3
恆春,20190617,5,μgm3
馬公,20190617,14,μgm3
新竹,20190617,16,μgm3
屏東,20190617,6,μgm3
朴子,20190617,11,μgm3
士林,20190617,14,μgm3
板橋,20190617,16,μgm3
南投,20190617,11,μgm3
馬祖,20190617,17,μgm3
嘉義,20190617,10,μgm3
忠明,20190617,13,μgm3
竹東,20190617,16,μgm3
前金,20190617,7,μgm3
宜蘭,20190617,11,μgm3
汐止,20190617,14,μgm3
美濃,20190617,6,μgm3
苗栗,20190617,11,μgm3
花蓮,20190617,8,μgm3
斗六,20190617,11,μgm3
平鎮,20190617,17,μgm3
彰化,20190617,11,μgm3
彰化,20190614,7,μgm3
平鎮,20190614,6,μgm3
馬公,20190614,6,μgm3
豐原,20190614,4,μgm3
屏東,20190614,7,μgm3
桃園,20190614,6,μgm3
三義,20190614,4,μgm3
忠明,20190614,6,μgm3
基隆,20190614,5,μgm3
臺南,20190614,9,μgm3
士林,20190614,6,μgm3
陽明,20190614,-2,μgm3
恆春,20190614,6,μgm3
板橋,20190614,7,μgm3
金門,20190614,13,μgm3
苗栗,20190614,6,μgm3
馬祖,20190614,5,μgm3
前金,20190614,11,μgm3
萬華,20190614,7,μgm3
新營,20190614,9,μgm3
斗六,20190614,8,μgm3
臺東,20190614,5,μgm3
新竹,20190614,6,μgm3
美濃,20190614,4,μgm3
宜蘭,20190614,4,μgm3
南投,20190614,7,μgm3
朴子,20190614,8,μgm3
嘉義,20190614,9,μgm3
汐止,20190614,6,μgm3
竹東,20190614,5,μgm3
花蓮,20190614,6,μgm3
豐原,20190611,6,μgm3
桃園,20190611,7,μgm3
馬祖,20190611,13,μgm3
平鎮,20190611,7,μgm3
萬華,20190611,6,μgm3
斗六,20190611,4,μgm3
板橋,20190611,6,μgm3
陽明,20190611,-2,μgm3
士林,20190611,4,μgm3
馬公,20190611,7,μgm3
汐止,20190611,6,μgm3
南投,20190611,4,μgm3
宜蘭,20190611,6,μgm3
嘉義,20190611,4,μgm3
花蓮,20190611,6,μgm3
前金,20190611,7,μgm3
屏東,20190611,5,μgm3
臺南,20190611,5,μgm3
苗栗,20190611,5,μgm3
美濃,20190611,3,μgm3
新竹,20190611,6,μgm3
三義,20190611,4,μgm3
竹東,20190611,4,μgm3
臺東,20190611,7,μgm3
朴子,20190611,5,μgm3
新營,20190611,4,μgm3
金門,20190611,11,μgm3
基隆,20190611,5,μgm3
忠明,20190611,6,μgm3
彰化,20190611,6,μgm3
恆春,20190611,4,μgm3
竹東,20190608,11,μgm3
三義,20190608,9,μgm3
新竹,20190608,10,μgm3
苗栗,20190608,9,μgm3
基隆,20190608,12,μgm3
斗六,20190608,9,μgm3
美濃,20190608,8,μgm3
屏東,20190608,9,μgm3
臺南,20190608,7,μgm3
前金,20190608,7,μgm3
花蓮,20190608,9,μgm3
忠明,20190608,9,μgm3
桃園,20190608,12,μgm3
嘉義,20190608,9,μgm3
彰化,20190608,11,μgm3
豐原,20190608,9,μgm3
汐止,20190608,13,μgm3
宜蘭,20190608,12,μgm3
士林,20190608,12,μgm3
陽明,20190608,8,μgm3
馬公,20190608,8,μgm3
板橋,20190608,12,μgm3
平鎮,20190608,11,μgm3
萬華,20190608,12,μgm3
馬祖,20190608,31,μgm3
金門,20190608,12,μgm3
新營,20190608,9,μgm3
臺東,20190608,9,μgm3
朴子,20190608,9,μgm3
朴子,20190605,12,μgm3
恆春,20190605,5,μgm3
宜蘭,20190605,9,μgm3
馬祖,20190605,22,μgm3
板橋,20190605,14,μgm3
陽明,20190605,8,μgm3
士林,20190605,12,μgm3
美濃,20190605,11,μgm3
汐止,20190605,13,μgm3
南投,20190605,7,μgm3
花蓮,20190605,8,μgm3
臺南,20190605,10,μgm3
屏東,20190605,12,μgm3
嘉義,20190605,8,μgm3
臺東,20190605,6,μgm3
苗栗,20190605,10,μgm3
新竹,20190605,10,μgm3
三義,20190605,11,μgm3
前金,20190605,9,μgm3
金門,20190605,14,μgm3
基隆,20190605,12,μgm3
彰化,20190605,9,μgm3
斗六,20190605,8,μgm3
桃園,20190605,16,μgm3
新營,20190605,9,μgm3
平鎮,20190605,12,μgm3
豐原,20190605,11,μgm3
竹東,20190605,10,μgm3
萬華,20190605,13,μgm3
忠明,20190605,9,μgm3
馬公,20190605,8,μgm3
豐原,20190602,5,μgm3
嘉義,20190602,5,μgm3
新營,20190602,5,μgm3
花蓮,20190602,8,μgm3
金門,20190602,8,μgm3
三義,20190602,4,μgm3
南投,20190602,5,μgm3
汐止,20190602,12,μgm3
彰化,20190602,5,μgm3
新竹,20190602,6,μgm3
士林,20190602,10,μgm3
陽明,20190602,5,μgm3
斗六,20190602,5,μgm3
萬華,20190602,8,μgm3
竹東,20190602,6,μgm3
宜蘭,20190602,8,μgm3
馬公,20190602,5,μgm3
前金,20190602,5,μgm3
忠明,20190602,5,μgm3
美濃,20190602,6,μgm3
基隆,20190602,10,μgm3
板橋,20190602,7,μgm3
馬祖,20190602,6,μgm3
苗栗,20190602,5,μgm3
臺東,20190602,9,μgm3
平鎮,20190602,7,μgm3
屏東,20190602,6,μgm3
桃園,20190602,8,μgm3
朴子,20190602,5,μgm3
平鎮,20190530,14,μgm3
美濃,20190530,15,μgm3
桃園,20190530,13,μgm3
豐原,20190530,15,μgm3
斗六,20190530,21,μgm3
彰化,20190530,16,μgm3
基隆,20190530,8,μgm3
金門,20190530,17,μgm3
新營,20190530,15,μgm3
竹東,20190530,14,μgm3
萬華,20190530,10,μgm3
屏東,20190530,15,μgm3
前金,20190530,15,μgm3
朴子,20190530,15,μgm3
三義,20190530,13,μgm3
新竹,20190530,12,μgm3
苗栗,20190530,10,μgm3
忠明,20190530,14,μgm3
臺東,20190530,6,μgm3
嘉義,20190530,17,μgm3
花蓮,20190530,8,μgm3
臺南,20190530,17,μgm3
南投,20190530,18,μgm3
汐止,20190530,12,μgm3
士林,20190530,11,μgm3
恆春,20190530,5,μgm3
宜蘭,20190530,8,μgm3
馬公,20190530,11,μgm3
陽明,20190530,10,μgm3
板橋,20190530,13,μgm3
馬祖,20190530,13,μgm3
馬公,20190527,6,μgm3
萬華,20190527,15,μgm3
板橋,20190527,15,μgm3
汐止,20190527,17,μgm3
花蓮,20190527,9,μgm3
新竹,20190527,15,μgm3
朴子,20190527,22,μgm3
金門,20190527,7,μgm3
桃園,20190527,16,μgm3
平鎮,20190527,15,μgm3
豐原,20190527,17,μgm3
屏東,20190527,10,μgm3
宜蘭,20190527,16,μgm3
前金,20190527,7,μgm3
恆春,20190527,3,μgm3
美濃,20190527,11,μgm3
忠明,20190527,19,μgm3
陽明,20190527,12,μgm3
竹東,20190527,13,μgm3
彰化,20190527,24,μgm3
基隆,20190527,16,μgm3
三義,20190527,15,μgm3
苗栗,20190527,15,μgm3
臺東,20190527,7,μgm3
嘉義,20190527,13,μgm3
新營,20190527,17,μgm3
臺南,20190527,10,μgm3
南投,20190527,19,μgm3
士林,20190527,15,μgm3
馬祖,20190527,14,μgm3
馬公,20190524,16,μgm3
彰化,20190524,29,μgm3
馬祖,20190524,17,μgm3
斗六,20190524,26,μgm3
宜蘭,20190524,10,μgm3
豐原,20190524,16,μgm3
恆春,20190524,8,μgm3
平鎮,20190524,9,μgm3
三義,20190524,16,μgm3
前金,20190524,21,μgm3
桃園,20190524,9,μgm3
臺東,20190524,7,μgm3
士林,20190524,10,μgm3
臺南,20190524,23,μgm3
陽明,20190524,8,μgm3
板橋,20190524,11,μgm3
屏東,20190524,19,μgm3
花蓮,20190524,7,μgm3
忠明,20190524,23,μgm3
金門,20190524,23,μgm3
汐止,20190524,11,μgm3
新營,20190524,22,μgm3
基隆,20190524,11,μgm3
竹東,20190524,13,μgm3
新竹,20190524,19,μgm3
南投,20190524,18,μgm3
萬華,20190524,10,μgm3
苗栗,20190524,23,μgm3
朴子,20190524,27,μgm3
美濃,20190524,17,μgm3
嘉義,20190524,20,μgm3
彰化,20190521,19,μgm3
斗六,20190521,30,μgm3
嘉義,20190521,34,μgm3
豐原,20190521,12,μgm3
桃園,20190521,17,μgm3
新營,20190521,32,μgm3
新竹,20190521,19,μgm3
馬公,20190521,19,μgm3
苗栗,20190521,18,μgm3
平鎮,20190521,17,μgm3
宜蘭,20190521,13,μgm3
臺東,20190521,14,μgm3
萬華,20190521,16,μgm3
恆春,20190521,13,μgm3
臺南,20190521,32,μgm3
前金,20190521,14,μgm3
三義,20190521,16,μgm3
花蓮,20190521,16,μgm3
馬祖,20190521,20,μgm3
朴子,20190521,22,μgm3
陽明,20190521,13,μgm3
基隆,20190521,14,μgm3
金門,20190521,30,μgm3
南投,20190521,26,μgm3
屏東,20190521,12,μgm3
板橋,20190521,16,μgm3
汐止,20190521,15,μgm3
士林,20190521,15,μgm3
忠明,20190521,18,μgm3
竹東,20190521,17,μgm3
美濃,20190521,11,μgm3
竹東,20190518,13,μgm3
臺東,20190518,9,μgm3
豐原,20190518,10,μgm3
前金,20190518,9,μgm3
基隆,20190518,14,μgm3
士林,20190518,14,μgm3
萬華,20190518,14,μgm3
新竹,20190518,13,μgm3
嘉義,20190518,10,μgm3
桃園,20190518,14,μgm3
屏東,20190518,10,μgm3
汐止,20190518,16,μgm3
陽明,20190518,9,μgm3
新營,20190518,10,μgm3
花蓮,20190518,6,μgm3
恆春,20190518,7,μgm3
斗六,20190518,11,μgm3
臺南,20190518,9,μgm3
三義,20190518,10,μgm3
板橋,20190518,15,μgm3
忠明,20190518,11,μgm3
金門,20190518,19,μgm3
苗栗,20190518,11,μgm3
美濃,20190518,10,μgm3
宜蘭,20190518,6,μgm3
朴子,20190518,10,μgm3
南投,20190518,11,μgm3
馬祖,20190518,29,μgm3
彰化,20190518,12,μgm3
平鎮,20190518,13,μgm3
馬公,20190518,9,μgm3
苗栗,20190515,19,μgm3
新營,20190515,12,μgm3
嘉義,20190515,13,μgm3
萬華,20190515,22,μgm3
平鎮,20190515,20,μgm3
馬公,20190515,9,μgm3
宜蘭,20190515,14,μgm3
前金,20190515,10,μgm3
恆春,20190515,6,μgm3
馬祖,20190515,18,μgm3
屏東,20190515,16,μgm3
竹東,20190515,17,μgm3
汐止,20190515,22,μgm3
豐原,20190515,14,μgm3
桃園,20190515,25,μgm3
斗六,20190515,14,μgm3
士林,20190515,19,μgm3
彰化,20190515,17,μgm3
忠明,20190515,16,μgm3
金門,20190515,25,μgm3
美濃,20190515,12,μgm3
基隆,20190515,14,μgm3
板橋,20190515,25,μgm3
陽明,20190515,13,μgm3
朴子,20190515,10,μgm3
三義,20190515,17,μgm3
臺南,20190515,11,μgm3
新竹,20190515,19,μgm3
花蓮,20190515,17,μgm3
臺東,20190515,15,μgm3
南投,20190515,14,μgm3
陽明,20190512,5,μgm3
豐原,20190512,21,μgm3
嘉義,20190512,30,μgm3
士林,20190512,9,μgm3
美濃,20190512,19,μgm3
彰化,20190512,21,μgm3
新營,20190512,28,μgm3
金門,20190512,22,μgm3
萬華,20190512,9,μgm3
屏東,20190512,25,μgm3
前金,20190512,22,μgm3
基隆,20190512,9,μgm3
忠明,20190512,21,μgm3
三義,20190512,20,μgm3
板橋,20190512,9,μgm3
馬祖,20190512,21,μgm3
臺東,20190512,5,μgm3
朴子,20190512,22,μgm3
臺南,20190512,25,μgm3
南投,20190512,24,μgm3
恆春,20190512,4,μgm3
苗栗,20190512,17,μgm3
宜蘭,20190512,4,μgm3
馬公,20190512,16,μgm3
平鎮,20190512,10,μgm3
花蓮,20190512,5,μgm3
新竹,20190512,14,μgm3
汐止,20190512,10,μgm3
斗六,20190512,28,μgm3
竹東,20190512,16,μgm3
桃園,20190512,9,μgm3
新竹,20190509,12,μgm3
基隆,20190509,7,μgm3
三義,20190509,6,μgm3
忠明,20190509,10,μgm3
竹東,20190509,10,μgm3
板橋,20190509,7,μgm3
花蓮,20190509,6,μgm3
新營,20190509,34,μgm3
萬華,20190509,6,μgm3
汐止,20190509,6,μgm3
朴子,20190509,26,μgm3
馬祖,20190509,23,μgm3
臺東,20190509,6,μgm3
臺南,20190509,34,μgm3
南投,20190509,21,μgm3
陽明,20190509,-2,μgm3
恆春,20190509,6,μgm3
苗栗,20190509,20,μgm3
斗六,20190509,31,μgm3
桃園,20190509,9,μgm3
美濃,20190509,22,μgm3
豐原,20190509,6,μgm3
士林,20190509,7,μgm3
前金,20190509,31,μgm3
嘉義,20190509,37,μgm3
平鎮,20190509,12,μgm3
金門,20190509,29,μgm3
屏東,20190509,28,μgm3
屏東,20190506,15,μgm3
桃園,20190506,13,μgm3
臺東,20190506,7,μgm3
平鎮,20190506,12,μgm3
馬祖,20190506,24,μgm3
新竹,20190506,12,μgm3
斗六,20190506,22,μgm3
基隆,20190506,12,μgm3
竹東,20190506,8,μgm3
南投,20190506,17,μgm3
美濃,20190506,12,μgm3
三義,20190506,9,μgm3
朴子,20190506,22,μgm3
汐止,20190506,13,μgm3
恆春,20190506,5,μgm3
嘉義,20190506,24,μgm3
陽明,20190506,6,μgm3
臺南,20190506,25,μgm3
宜蘭,20190506,9,μgm3
士林,20190506,10,μgm3
板橋,20190506,13,μgm3
彰化,20190506,15,μgm3
苗栗,20190506,13,μgm3
前金,20190506,24,μgm3
新營,20190506,22,μgm3
馬公,20190506,10,μgm3
忠明,20190506,13,μgm3
金門,20190506,14,μgm3
萬華,20190506,13,μgm3
豐原,20190506,10,μgm3
花蓮,20190506,8,μgm3
新營,20190503,25,μgm3
朴子,20190503,21,μgm3
陽明,20190503,11,μgm3
臺南,20190503,24,μgm3
屏東,20190503,17,μgm3
馬祖,20190503,20,μgm3
恆春,20190503,7,μgm3
前金,20190503,18,μgm3
忠明,20190503,14,μgm3
