年度,機構名稱,訓練地址,班級名稱,訓練職類大類,開訓日期,結訓日期,受訓資格,訓練時數,就業率
2015,勞動力發展署高屏澎東分署,高雄市苓雅區五福一路105號,客製化訓用合一計畫餐廳服務人員,商業類,2015/7/13,2015/8/12,專科(含)以上,160,100.00%
2015,勞動力發展署高屏澎東分署,高雄市苓雅區五福一路105號,客製化訓用合一計畫櫃檯服務人員,商業類,2015/7/21,2015/8/19,專科(含)以上,160,100.00%
2015,勞動力發展署高屏澎東分署,高雄市苓雅區五福一路105號,客製化訓用合一計畫房務人員,商業類,2015/7/13,2015/8/12,專科(含)以上,160,100.00%
2015,勞動力發展署高屏澎東分署,臺東縣台東市臨海路１段38號,客製化訓用合一計畫旅館服務人員,商業類,2015/12/7,2015/12/9,不限,24,100.00%
2015,勞動力發展署高屏澎東分署,高雄市苓雅區五福一路105號,客製化訓用合一計畫禮賓行李人員,商業類,2015/7/21,2015/8/19,專科(含)以上,160,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,電腦輔助機械設計與製造班(產訓合作)(高雄),工業類,2015/7/14,2016/1/29,專科(含)以上,1060,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,手工電銲暨半自動電銲(高雄) ,工業類,2015/4/14,2015/8/7,國中(含)以上,624,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,電腦輔助設計與製造,工業類,2015/1/6,2015/7/3,專科(含)以上,900,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,模具製造,工業類,2015/1/6,2015/12/11,高中/職(含)以上,1800,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,物流管理,商業類,2015/1/6,2015/3/17,高中/職(含)以上,300,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,資訊電子應用,工業類,2015/1/6,2015/7/3,專科(含)以上,900,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,網路伺服器管理及規劃,工業類,2015/1/6,2015/7/3,專科(含)以上,900,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,綜合銲接,工業類,2015/1/6,2015/7/3,國中(含)以上,900,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,電腦輔助精密機械實務與應用(高雄),工業類,2015/7/14,2016/6/17,高中/職(含)以上,1800,100.00%
2015,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,廣告設計實務B,藝術類,2015/8/24,2016/2/5,高中/職(含)以上,900,100.00%
2015,勞動力發展署中彰投分署,臺中市霧峰區柳豐路500號(亞洲大學),移地訓練-食品烘焙A,醫事護理及家事類,2015/10/5,2015/12/24,國中(含)以上,460,100.00%
2015,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,冷凍空調裝修A,工業類,2015/4/7,2015/9/14,高中/職(含)以上,900,100.00%
2015,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,精密機械H,工業類,2015/11/23,2016/7/5,高中/職(含)以上,1204,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,室內配線,工業類,2015/1/6,2015/4/10,國中(含)以上,450,100.00%
2015,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,會議展覽專業(高雄),商業類,2015/10/7,2015/12/2,高中/職(含)以上,300,100.00%
2015,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,金屬熔接技術A,工業類,2015/2/24,2015/8/6,國中(含)以上,900,100.00%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區幼獅路２段3號,電腦數值控制機械實務(產訓合作),工業類,2015/11/3,2016/2/26,高中/職(含)以上,604,100.00%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,國際會議展覽實務班,商業類,2015/1/6,2015/6/26,專科(含)以上,900,100.00%
2016,勞動力發展署北基宜花金馬分署,基隆市中正區和平島平一路21號之5,銲接(氬氣鎢極電銲)(基隆),工業類,2016/8/1,2016/11/16,不限,600,100.00%
2016,勞動力發展署北基宜花金馬分署,基隆市中正區平一路21號之5,珠寶設計蠟雕班(基隆),商業類,2016/1/4,2016/3/4,不限,300,100.00%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區泰山職業訓練場(新北市泰山區貴子里致遠新村55-1號1107教室),客製化升降機裝修人才培訓專班,工業類,2016/8/25,2016/10/27,國中(含)以上,300,100.00%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55之1號,電腦數值控制機械(CNC)(泰山),工業類,2016/2/3,2016/8/11,高中/職(含)以上,1000,100.00%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,模具設計與製造(泰山),工業類,2016/2/19,2016/8/19,高中/職(含)以上,1000,100.00%
2016,勞動力發展署北基宜花金馬分署,基隆市中正區平一路21號之5,精密機械(基隆),工業類,2016/4/29,2016/10/27,高中/職(含)以上,1000,100.00%
2016,勞動力發展署北基宜花金馬分署,基隆市中正區平一路21號之5,珠寶飾品製作(基隆),商業類,2016/3/14,2016/8/26,高中/職(含)以上,920,95.00%
2016,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,銲接(花蓮),工業類,2016/4/6,2016/11/4,不限,1200,93.33%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,電腦輔助機械設計與製造班(五股),工業類,2016/4/6,2016/10/3,專科(含)以上,1000,92.86%
2016,勞動力發展署北基宜花金馬分署,基隆市中正區平一路21號之5,電腦輔助機械製圖(基隆),工業類,2016/1/11,2016/7/5,不限,920,92.86%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,精密機械(泰山),工業類,2016/2/19,2016/8/19,高中/職(含)以上,1000,92.31%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,光電通訊工程(泰山),工業類,2016/3/23,2016/9/6,高中/職(含)以上,920,92.31%
2016,勞動力發展署北基宜花金馬分署,基隆市中正區平一路21號之5,電腦輔助機械製圖(基隆),工業類,2016/7/11,2016/12/21,不限,920,91.67%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,電腦輔助機械製圖(五股),工業類,2016/4/20,2016/10/3,高中/職(含)以上,920,91.30%
2016,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,室內配線(花蓮),工業類,2016/6/27,2016/9/13,不限,450,90.91%
2016,勞動力發展署北基宜花金馬分署,臺北市中山區台北市中山區長安東路一段83號,吉野家客製化服務人才培訓專班,醫事護理及家事類,2016/5/17,2016/6/8,高中/職(含)以上,144,90.00%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,水電(五股),工業類,2016/2/1,2016/8/10,高中/職(含)以上,1000,90.00%
2016,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,玉石鑲嵌_玉石研磨班(花蓮),工業類,2016/7/13,2016/10/28,不限,600,88.89%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,電腦輔助機械設計與製造(產訓專班)(泰山),工業類,2016/4/19,2016/11/16,專科(含)以上,1160,88.89%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,冷凍空調設計與技術應用(泰山),工業類,2016/3/15,2016/8/29,專科(含)以上,920,88.89%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,銲接(泰山),工業類,2016/3/14,2016/10/19,不限,1200,88.89%
2016,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,室內配線(宜蘭),工業類,2016/4/6,2016/6/28,不限,450,87.50%
2016,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,配管技術(花蓮),工業類,2016/3/30,2016/6/21,不限,450,87.50%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,機電整合實務專班(客製化訓用合一),工業類,2016/5/18,2016/8/5,高中/職(含)以上,448,87.50%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,電腦輔助機構設計(3D列印組)(五股),工業類,2016/1/4,2016/3/3,不限,300,85.71%
2016,勞動力發展署北基宜花金馬分署,臺北市中山區建國北路２段145號,客製化餐飲服務技術專班(三商行股份有限公司),醫事護理及家事類,2016/3/21,2016/4/8,高中/職(含)以上,104,85.71%
2016,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,電腦輔助機械製圖(宜蘭),工業類,2016/2/15,2016/8/2,不限,920,85.71%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,室內設計繪圖班(五股),藝術類,2016/4/20,2016/8/9,專科(含)以上,600,85.71%
2016,勞動力發展署北基宜花金馬分署,基隆市中正區平一路21號之5,空調機電(基隆),工業類,2016/7/1,2016/12/27,不限,1000,85.00%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,水電實務班(五股),工業類,2016/6/15,2016/9/30,不限,600,84.21%
2016,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,民宿及休閒管理班(花蓮),醫事護理及家事類,2016/8/1,2016/11/9,不限,560,83.33%
2016,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,玉石鑲嵌(玉石飾品製作)(花蓮),藝術類,2016/1/4,2016/7/12,高中/職(含)以上,1000,83.33%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,數位圖文傳播科技(泰山),工業類,2016/3/17,2016/8/31,專科(含)以上,920,83.33%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓, 水電實務班(五股) ,工業類,2016/2/24,2016/6/15,不限,600,82.35%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,自動控制與智慧節能工程(泰山),工業類,2016/4/6,2016/9/20,專科(含)以上,920,82.35%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,電機設計維修工程班(泰山),工業類,2016/3/16,2016/8/30,專科(含)以上,920,81.25%
2016,勞動力發展署北基宜花金馬分署,基隆市七堵區工建北路1之2號,電腦輔助機械製圖(基隆-六堵分站),工業類,2016/4/11,2016/9/23,不限,920,77.27%
2016,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,PHP + MySQL資料庫程式設計應用(基礎)(五股),工業類,2016/7/6,2016/9/10,專科(含)以上,320,75.00%
2016,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,造園景觀設計與施作(宜蘭),農業類,2016/1/4,2016/7/12,不限,1000,75.00%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區貴子里致遠新村55之1號,客製化用電線路檢修人才培訓專班,工業類,2016/7/14,2016/9/14,高中/職(含)以上,360,73.33%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55-1號,數位電子裝置設計(泰山),工業類,2016/3/28,2016/9/9,高中/職(含)以上,920,73.33%
2016,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,民宿及休閒農場經營實務(宜蘭),農業類,2016/6/13,2016/11/23,不限,920,73.33%
2016,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,造園景觀維護與園藝栽培(產訓專班)(宜蘭),農業類,2016/5/3,2016/10/17,不限,920,72.73%
2016,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,電腦輔助機械製圖(花蓮),工業類,2016/7/1,2016/12/13,不限,920,70.59%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區新北市泰山區貴子里致遠新村55-1號1107教室,客製化建築物配管人才培訓專班,工業類,2016/9/5,2016/10/18,國中(含)以上,192,70.00%
2016,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55之1號,電機設計維修工程班(泰山),工業類,2016/1/6,2016/6/30,專科(含)以上,920,69.23%
2016,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,造園景觀設計與施作(宜蘭),農業類,2016/7/6,2016/12/30,不限,1000,65.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,觀光導遊實務（桃園）,商業類,2016/7/5,2016/8/25,不限,304,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,服裝打版實務(版型與製作組)(桃園),醫事護理及家事類,2016/1/6,2016/2/23,高中/職(含)以上,240,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,時尚飲料微型創業(專業咖啡組)(桃園),醫事護理及家事類,2016/1/5,2016/2/22,不限,240,100.00%
2016,勞動力發展署桃竹苗分署,新竹縣竹北市中和街191巷39號,冷凍設備儲備人員(客製化訓用合一),工業類,2016/4/12,2016/6/17,高中/職(含)以上,380,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,產業機電設備維護人員專班(客製化訓用合一),工業類,2016/6/29,2016/9/13,高中/職(含)以上,448,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,室內配線工程實務(產訓合作),工業類,2016/4/20,2016/8/31,高中/職(含)以上,756,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,冷凍空調設備就業(產訓合作)專,工業類,2016/9/6,2016/11/28,高中/職(含)以上,464,100.00%
2016,勞動力發展署桃竹苗分署,苗栗縣竹南鎮頂埔里10鄰科北二路2號,AutoCAD電腦繪圖入門（苗栗）,工業類,2016/9/5,2016/11/8,不限,360,100.00%
2016,勞動力發展署桃竹苗分署,新竹縣竹北市福興路576號,網路行銷與創意貼圖設計（新竹）,商業類,2016/5/2,2016/6/21,不限,288,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區幼獅路２段3號,電腦數值控制-CNC車床（幼獅）,工業類,2016/1/7,2016/6/27,高中/職(含)以上,900,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,倉管與堆高機實務（桃園）,工業類,2016/3/15,2016/4/26,不限,224,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區幼獅路２段3號,電腦輔助機械製圖-電腦繪圖（幼獅）,工業類,2016/5/10,2016/8/23,不限,600,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,國際會議展覽實務（桃園）,商業類,2016/7/6,2016/12/13,不限,900,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區幼獅路２段3號,電腦輔助機械設計製圖(AutoCAD＆SolidWorks)（幼獅）,工業類,2016/1/7,2016/6/27,高中/職(含)以上,900,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,冷氣空調實務(青春展翼-青少年專班)(桃園),工業類,2016/6/1,2016/8/24,不限,480,100.00%
2016,勞動力發展署桃竹苗分署,苗栗縣竹南鎮頂埔里10鄰科北二路2號,網路行銷與創意貼圖設計（苗栗）,商業類,2016/11/7,2016/12/26,不限,288,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,冷凍空調節能(桃園)B,工業類,2016/7/26,2016/12/14,不限,800,100.00%
2016,勞動力發展署桃竹苗分署,苗栗縣竹南鎮頂埔里10鄰科北二路2號,活力早午餐創業（苗栗）,醫事護理及家事類,2016/11/3,2016/12/28,不限,320,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,工業配線與工業控制整合應用（桃園）,工業類,2016/1/5,2016/6/23,高中/職(含)以上,900,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,倉管與堆高機實務（桃園）,工業類,2016/6/13,2016/7/20,不限,224,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區幼獅路２段3號,銲接實務（幼獅）,工業類,2016/5/10,2016/8/23,不限,600,100.00%
2016,勞動力發展署桃竹苗分署,新竹縣竹北市福興路576號,AutoCAD電腦繪圖入門（新竹）,工業類,2016/7/4,2016/9/2,不限,360,100.00%
2016,勞動力發展署桃竹苗分署,桃園市楊梅區幼獅路２段3號,電腦數值控制-CNC銑床（幼獅）,工業類,2016/1/7,2016/6/27,高中/職(含)以上,900,100.00%
